tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
19.20;-road0_0;19.96;0.00;12.08;2.80;0.38;road1_0;4.10;0.00;3.02;tripinfo_vehicle_64 routing_vehicle_64 emissions_vehicle_64 battery_vehicle_64;16.40;vehicle_64;1;122.77;0.94;0.00;5.38;human;;0;0.00;0;0;0;0;0;58.281664;0
20.80;-road2_0;19.96;0.00;12.63;4.40;2.56;road3_0;4.10;0.00;2.38;tripinfo_vehicle_46 routing_vehicle_46 emissions_vehicle_46 battery_vehicle_46;16.40;vehicle_46;1;122.77;1.00;0.00;5.64;human;;0;0.00;0;0;0;0;0;63.391309;0
20.80;-road1_0;19.96;0.00;12.86;5.20;0.58;road2_0;4.10;0.00;3.60;tripinfo_vehicle_60 routing_vehicle_60 emissions_vehicle_60 battery_vehicle_60;15.60;vehicle_60;1;122.77;1.08;0.00;5.44;human;;0;0.00;0;0;0;0;0;64.687435;0
21.60;-road0_0;19.96;0.00;12.37;0.40;0.21;road2_0;4.10;0.00;6.33;tripinfo_vehicle_0 routing_vehicle_0 emissions_vehicle_0 battery_vehicle_0;21.20;vehicle_0;1;206.37;1.06;0.00;5.01;human;;0;0.00;0;0;0;0;0;73.484013;0
23.60;-road1_0;19.96;0.00;11.68;7.20;2.08;road2_0;4.10;0.00;0.52;tripinfo_vehicle_8 routing_vehicle_8 emissions_vehicle_8 battery_vehicle_8;16.40;vehicle_8;1;122.77;0.94;0.00;5.71;human;;0;0.00;0;0;0;0;0;59.181260;0
23.60;-road2_0;19.96;0.00;11.17;6.40;3.77;road3_0;4.10;0.00;0.40;tripinfo_vehicle_26 routing_vehicle_26 emissions_vehicle_26 battery_vehicle_26;17.20;vehicle_26;1;122.77;0.92;0.00;6.11;human;;0;0.00;0;0;0;0;0;54.314619;0
25.20;-road3_0;19.96;0.00;10.74;1.20;0.20;road1_0;4.10;0.00;5.26;tripinfo_vehicle_25 routing_vehicle_25 emissions_vehicle_25 battery_vehicle_25;24.00;vehicle_25;1;206.37;0.87;0.00;5.35;human;;0;0.00;0;0;0;0;0;60.080683;0
26.00;-road0_0;19.96;0.00;11.21;1.20;0.57;road2_0;4.10;0.00;1.07;tripinfo_vehicle_47 routing_vehicle_47 emissions_vehicle_47 battery_vehicle_47;24.80;vehicle_47;1;206.37;0.90;0.00;6.62;human;;0;0.00;0;0;0;0;0;68.921776;0
26.40;-road1_0;19.96;0.00;11.97;2.80;1.71;road3_0;4.10;0.00;3.55;tripinfo_vehicle_55 routing_vehicle_55 emissions_vehicle_55 battery_vehicle_55;23.60;vehicle_55;1;206.37;1.00;0.00;7.05;human;;0;0.00;0;0;0;0;0;74.767793;0
27.60;-road3_0;19.96;0.00;12.48;12.80;0.15;road0_0;4.10;0.00;9.75;tripinfo_vehicle_44 emissions_vehicle_44 battery_vehicle_44;14.80;vehicle_44;0;122.77;1.04;0.00;4.40;human;;0;0.00;0;0;0;0;0;39.910436;0
