tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
17.60;-road2_0;19.96;0.00;12.93;2.80;0.00;road3_0;4.10;0.00;0.16;tripinfo_vehicle_57 routing_vehicle_57 emissions_vehicle_57 battery_vehicle_57;14.80;vehicle_57;1;122.77;1.14;0.00;4.62;human;;0;0.00;0;0;0;0;0;69.766873;0
18.80;-road0_0;19.96;0.00;12.44;2.00;0.80;road1_0;4.10;0.00;5.28;tripinfo_vehicle_23 routing_vehicle_23 emissions_vehicle_23 battery_vehicle_23;16.80;vehicle_23;1;122.77;0.89;0.00;4.93;human;;0;0.00;0;0;0;0;0;55.546609;0
20.00;-road2_0;19.96;0.00;13.48;4.80;0.40;road3_0;4.10;0.00;3.60;tripinfo_vehicle_3 routing_vehicle_3 emissions_vehicle_3 battery_vehicle_3;15.20;vehicle_3;1;122.77;1.08;0.00;4.81;human;;0;0.00;0;0;0;0;0;70.225321;0
22.40;-road3_0;19.96;0.00;11.03;1.20;0.00;road1_0;4.10;0.00;8.17;tripinfo_vehicle_12 routing_vehicle_12 emissions_vehicle_12 battery_vehicle_12;21.20;vehicle_12;1;206.37;1.05;0.00;4.79;human;;0;0.00;0;0;0;0;0;58.579640;0
22.80;-road2_0;19.96;0.00;12.08;0.80;0.00;road0_0;4.10;0.00;0.10;tripinfo_vehicle_28 emissions_vehicle_28 battery_vehicle_28;22.00;vehicle_28;0;206.37;1.13;0.00;5.69;human;;0;0.00;0;0;0;0;0;82.997225;0
24.00;-road0_0;19.96;0.00;12.49;3.60;0.00;road2_0;4.10;0.00;3.08;tripinfo_vehicle_53 routing_vehicle_53 emissions_vehicle_53 battery_vehicle_53;20.40;vehicle_53;1;206.37;1.10;0.00;4.13;human;;0;0.00;0;0;0;0;0;85.342370;0
25.20;-road1_0;19.96;0.00;13.17;9.20;0.40;road2_0;4.10;0.00;2.55;tripinfo_vehicle_35 routing_vehicle_35 emissions_vehicle_35 battery_vehicle_35;16.00;vehicle_35;1;122.77;1.02;0.00;5.71;human;;0;0.00;0;0;0;0;0;68.781657;0
25.60;-road2_0;19.96;0.00;12.27;2.80;1.20;road0_0;4.10;0.00;4.27;tripinfo_vehicle_74 emissions_vehicle_74 battery_vehicle_74;22.80;vehicle_74;0;206.37;0.96;0.00;5.78;human;;0;0.00;0;0;0;0;0;76.573001;0
26.80;-road0_0;19.96;0.00;11.82;4.80;0.00;road2_0;4.10;0.00;3.54;tripinfo_vehicle_30 routing_vehicle_30 emissions_vehicle_30 battery_vehicle_30;22.00;vehicle_30;1;206.37;1.18;0.00;6.02;human;;0;0.00;0;0;0;0;0;77.980608;0
26.80;-road3_0;19.96;0.00;12.93;0.00;0.00;road2_0;4.10;0.00;6.33;tripinfo_vehicle_51 routing_vehicle_51 emissions_vehicle_51 battery_vehicle_51;26.80;vehicle_51;1;289.97;1.17;0.00;4.72;human;;0;0.00;0;0;0;0;0;101.326186;0
28.00;-road2_0;19.96;0.00;12.66;4.40;1.20;road0_0;4.10;0.00;2.87;tripinfo_vehicle_33 emissions_vehicle_33 battery_vehicle_33;23.60;vehicle_33;0;206.37;1.17;0.00;7.48;human;;0;0.00;0;0;0;0;0;83.220594;0
29.60;-road1_0;19.96;0.00;12.97;13.20;0.80;road2_0;4.10;0.00;1.27;tripinfo_vehicle_37 routing_vehicle_37 emissions_vehicle_37 battery_vehicle_37;16.40;vehicle_37;1;122.77;1.18;0.00;6.55;human;;0;0.00;0;0;0;0;0;69.070270;0
30.40;-road0_0;19.96;0.00;11.11;8.40;0.00;road2_0;4.10;0.00;8.27;tripinfo_vehicle_27 routing_vehicle_27 emissions_vehicle_27 battery_vehicle_27;22.00;vehicle_27;1;206.37;0.95;0.00;4.95;human;;0;0.00;0;0;0;0;0;57.591276;0
32.40;-road2_0;19.96;0.00;12.27;6.40;3.20;road0_0;4.10;0.00;0.55;tripinfo_vehicle_75 emissions_vehicle_75 battery_vehicle_75;26.00;vehicle_75;0;206.37;0.98;0.00;9.49;human;;1;1.20;0;0;0;0;0;84.455678;0
33.60;-road3_0;19.96;0.00;13.08;17.60;8.00;road0_0;4.10;0.00;0.60;tripinfo_vehicle_68 emissions_vehicle_68 battery_vehicle_68;16.00;vehicle_68;0;122.77;1.04;0.00;5.65;human;;0;0.00;0;0;0;0;0;68.746415;0
36.00;-road2_0;19.96;0.00;13.08;8.40;3.20;road0_0;4.10;0.00;0.15;tripinfo_rl_0 emissions_rl_0 battery_rl_0 ssm_rl_0 driverstaterl_0;27.60;rl_0;0;206.37;1.03;0.00;11.25;rlAnget;;3;1.60;0;0;0;0;0;89.683697;0
