tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
14.80;-road1_0;19.96;0.00;12.48;0.00;0.00;road2_0;4.10;0.00;6.28;tripinfo_vehicle_75 routing_vehicle_75 emissions_vehicle_75 battery_vehicle_75;14.80;vehicle_75;1;122.77;0.98;0.00;4.23;human;;0;0.00;0;0;0;0;0;55.112792;0
18.00;-road2_0;19.96;0.00;12.61;4.80;0.00;road3_0;4.10;0.00;10.54;tripinfo_vehicle_12 routing_vehicle_12 emissions_vehicle_12 battery_vehicle_12;13.20;vehicle_12;1;122.77;1.05;0.00;3.01;human;;0;0.00;0;0;0;0;0;39.812993;0
18.40;-road3_0;19.96;0.00;11.65;2.40;0.00;road0_0;4.10;0.00;1.18;tripinfo_vehicle_78 emissions_vehicle_78 battery_vehicle_78;16.00;vehicle_78;0;122.77;1.01;0.00;5.47;human;;0;0.00;0;0;0;0;0;59.976240;0
19.60;-road0_0;19.96;0.00;12.02;3.20;0.40;road1_0;4.10;0.00;3.78;tripinfo_vehicle_29 routing_vehicle_29 emissions_vehicle_29 battery_vehicle_29;16.40;vehicle_29;1;122.77;0.93;0.00;5.17;human;;0;0.00;0;0;0;0;0;56.697179;0
21.20;-road2_0;19.96;0.00;11.64;5.60;0.00;road3_0;4.10;0.00;5.67;tripinfo_vehicle_20 routing_vehicle_20 emissions_vehicle_20 battery_vehicle_20;15.60;vehicle_20;1;122.77;1.02;0.00;5.56;human;;0;0.00;0;0;0;0;0;50.001045;0
21.60;-road0_0;19.96;0.00;12.71;5.20;2.00;road1_0;4.10;0.00;3.36;tripinfo_vehicle_33 routing_vehicle_33 emissions_vehicle_33 battery_vehicle_33;16.40;vehicle_33;1;122.77;1.17;0.00;6.44;human;;0;0.00;0;0;0;0;0;62.733952;0
23.20;-road3_0;19.96;0.00;12.33;1.20;0.00;road1_0;4.10;0.00;0.10;tripinfo_vehicle_46 routing_vehicle_46 emissions_vehicle_46 battery_vehicle_46;22.00;vehicle_46;1;206.37;1.00;0.00;5.66;human;;0;0.00;0;0;0;0;0;84.542183;0
24.80;-road0_0;19.96;0.00;11.86;2.80;0.00;road2_0;4.10;0.00;5.98;tripinfo_vehicle_13 routing_vehicle_13 emissions_vehicle_13 battery_vehicle_13;22.00;vehicle_13;1;206.37;1.12;0.00;5.94;human;;0;0.00;0;0;0;0;0;71.125712;0
27.20;-road0_0;19.96;0.00;11.84;4.00;0.40;road2_0;4.10;0.00;3.04;tripinfo_vehicle_17 routing_vehicle_17 emissions_vehicle_17 battery_vehicle_17;23.20;vehicle_17;1;206.37;0.94;0.00;6.21;human;;0;0.00;0;0;0;0;0;74.662072;0
29.60;-road3_0;19.96;0.00;13.11;10.80;4.00;road0_0;4.10;0.00;2.03;tripinfo_vehicle_19 emissions_vehicle_19 battery_vehicle_19;18.80;vehicle_19;0;122.77;1.16;0.00;8.48;human;;1;0.40;0;0;0;0;0;71.719987;0
