tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
15.20;-road0_0;19.96;0.00;12.09;0.40;0.00;road1_0;4.10;0.00;5.98;tripinfo_vehicle_8 routing_vehicle_8 emissions_vehicle_8 battery_vehicle_8;14.80;vehicle_8;1;122.77;0.94;0.00;3.83;human;;0;0.00;0;0;0;0;0;52.008874;0
17.60;-road2_0;19.96;0.00;12.78;1.60;0.40;road3_0;4.10;0.00;5.57;tripinfo_vehicle_6 routing_vehicle_6 emissions_vehicle_6 battery_vehicle_6;16.00;vehicle_6;1;122.77;1.05;0.00;5.82;human;;0;0.00;0;0;0;0;0;59.074998;0
17.60;-road3_0;19.96;0.00;10.81;1.60;0.00;road0_0;4.10;0.00;7.47;tripinfo_vehicle_65 emissions_vehicle_65 battery_vehicle_65;16.00;vehicle_65;0;122.77;0.88;0.00;4.69;human;;0;0.00;0;0;0;0;0;37.404351;0
18.40;-road0_0;19.96;0.00;12.91;1.60;0.00;road1_0;4.10;0.00;5.55;tripinfo_vehicle_27 routing_vehicle_27 emissions_vehicle_27 battery_vehicle_27;16.80;vehicle_27;1;122.77;0.95;0.00;5.84;human;;0;0.00;0;0;0;0;0;57.830625;0
18.80;-road1_0;19.96;0.00;11.60;3.20;0.00;road2_0;4.10;0.00;6.94;tripinfo_vehicle_39 routing_vehicle_39 emissions_vehicle_39 battery_vehicle_39;15.60;vehicle_39;1;122.77;0.90;0.00;4.29;human;;0;0.00;0;0;0;0;0;44.395007;0
22.00;-road3_0;19.96;0.00;12.23;4.00;0.80;road0_0;4.10;0.00;2.44;tripinfo_vehicle_75 emissions_vehicle_75 battery_vehicle_75;18.00;vehicle_75;0;122.77;0.98;0.00;7.77;human;;0;0.00;0;0;0;0;0;58.627339;0
25.60;-road3_0;19.96;0.00;13.68;8.80;3.60;road0_0;4.10;0.00;2.66;tripinfo_vehicle_31 emissions_vehicle_31 battery_vehicle_31;16.80;vehicle_31;0;122.77;1.15;0.00;7.01;human;;0;0.00;0;0;0;0;0;68.603567;0
27.60;-road2_0;19.96;0.00;11.63;2.40;0.00;road0_0;4.10;0.00;4.46;tripinfo_vehicle_21 emissions_vehicle_21 battery_vehicle_21;25.20;vehicle_21;0;206.37;1.01;0.00;8.83;human;;0;0.00;0;0;0;0;0;70.100530;0
28.80;-road3_0;19.96;0.00;12.55;0.40;0.00;road2_0;4.10;0.00;0.10;tripinfo_vehicle_53 routing_vehicle_53 emissions_vehicle_53 battery_vehicle_53;28.40;vehicle_53;1;289.97;1.10;0.00;6.16;human;;0;0.00;0;0;0;0;0;107.054535;0
30.40;-road1_0;19.96;0.00;12.43;8.40;6.00;road3_0;4.10;0.00;3.45;tripinfo_vehicle_12 routing_vehicle_12 emissions_vehicle_12 battery_vehicle_12;22.00;vehicle_12;1;206.37;1.05;0.00;5.60;human;;0;0.00;0;0;0;0;0;82.766757;0
