tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
14.80;-road1_0;19.96;0.00;12.57;0.00;0.00;road2_0;4.10;0.00;6.33;tripinfo_vehicle_55 routing_vehicle_55 emissions_vehicle_55 battery_vehicle_55;14.80;vehicle_55;1;122.77;1.00;0.00;4.22;human;;0;0.00;0;0;0;0;0;55.748248;0
15.20;-road3_0;19.96;0.00;11.33;0.80;0.00;road0_0;4.10;0.00;5.98;tripinfo_vehicle_6 emissions_vehicle_6 battery_vehicle_6;14.40;vehicle_6;0;122.77;1.05;0.00;4.43;human;;0;0.00;0;0;0;0;0;49.395734;0
16.40;-road1_0;19.96;0.00;12.43;0.80;0.40;road2_0;4.10;0.00;1.18;tripinfo_vehicle_42 routing_vehicle_42 emissions_vehicle_42 battery_vehicle_42;15.60;vehicle_42;1;122.77;1.09;0.00;5.44;human;;0;0.00;0;0;0;0;0;65.936532;0
16.80;-road0_0;19.96;0.00;11.97;0.40;0.00;road1_0;4.10;0.00;0.10;tripinfo_vehicle_15 routing_vehicle_15 emissions_vehicle_15 battery_vehicle_15;16.40;vehicle_15;1;122.77;0.93;0.00;5.08;human;;0;0.00;0;0;0;0;0;59.469005;0
20.80;-road3_0;19.96;0.00;12.96;5.20;2.00;road0_0;4.10;0.00;2.59;tripinfo_vehicle_30 emissions_vehicle_30 battery_vehicle_30;15.60;vehicle_30;0;122.77;1.18;0.00;5.29;human;;0;0.00;0;0;0;0;0;67.022007;0
24.00;-road1_0;19.96;0.00;11.78;2.80;0.00;road3_0;4.10;0.00;3.21;tripinfo_vehicle_21 routing_vehicle_21 emissions_vehicle_21 battery_vehicle_21;21.20;vehicle_21;1;206.37;1.01;0.00;4.76;human;;0;0.00;0;0;0;0;0;79.176170;0
25.60;-road0_0;19.96;0.00;12.31;2.80;2.00;road2_0;4.10;0.00;3.24;tripinfo_vehicle_44 routing_vehicle_44 emissions_vehicle_44 battery_vehicle_44;22.80;vehicle_44;1;206.37;1.04;0.00;6.63;human;;0;0.00;0;0;0;0;0;79.157748;0
25.60;-road2_0;19.96;0.00;11.42;2.00;0.00;road0_0;4.10;0.00;4.98;tripinfo_vehicle_48 emissions_vehicle_48 battery_vehicle_48;23.60;vehicle_48;0;206.37;0.88;0.00;5.14;human;;0;0.00;0;0;0;0;0;66.701922;0
26.00;-road1_0;19.96;0.00;12.79;4.00;1.20;road3_0;4.10;0.00;3.81;tripinfo_vehicle_35 routing_vehicle_35 emissions_vehicle_35 battery_vehicle_35;22.00;vehicle_35;1;206.37;1.02;0.00;5.70;human;;0;0.00;0;0;0;0;0;83.083351;0
30.40;-road3_0;19.96;0.00;12.07;6.80;4.80;road1_0;4.10;0.00;0.15;tripinfo_vehicle_18 routing_vehicle_18 emissions_vehicle_18 battery_vehicle_18;23.60;vehicle_18;1;206.37;0.94;0.00;6.01;human;;0;0.00;0;0;0;0;0;79.675154;0
