tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
16.00;-road0_0;19.96;0.00;12.42;1.20;0.00;road1_0;4.10;0.00;5.84;tripinfo_vehicle_59 routing_vehicle_59 emissions_vehicle_59 battery_vehicle_59;14.80;vehicle_59;1;122.77;0.97;0.00;3.90;human;;0;0.00;0;0;0;0;0;55.457627;0
18.80;-road0_0;19.96;0.00;13.00;2.00;0.00;road1_0;4.10;0.00;2.55;tripinfo_vehicle_74 routing_vehicle_74 emissions_vehicle_74 battery_vehicle_74;16.80;vehicle_74;1;122.77;0.96;0.00;5.97;human;;0;0.00;0;0;0;0;0;64.822674;0
19.20;-road2_0;19.96;0.00;11.51;2.80;0.00;road3_0;4.10;0.00;1.36;tripinfo_vehicle_7 routing_vehicle_7 emissions_vehicle_7 battery_vehicle_7;16.40;vehicle_7;1;122.77;0.89;0.00;4.73;human;;0;0.00;0;0;0;0;0;55.828655;0
22.00;-road2_0;19.96;0.00;12.43;4.40;1.20;road3_0;4.10;0.00;2.96;tripinfo_vehicle_26 routing_vehicle_26 emissions_vehicle_26 battery_vehicle_26;17.60;vehicle_26;1;122.77;0.92;0.00;6.35;human;;0;0.00;0;0;0;0;0;59.382486;0
22.00;-road0_0;19.96;0.00;12.47;6.80;0.00;road1_0;4.10;0.00;7.58;tripinfo_vehicle_58 routing_vehicle_58 emissions_vehicle_58 battery_vehicle_58;15.20;vehicle_58;1;122.77;1.02;0.00;4.94;human;;0;0.00;0;0;0;0;0;50.171469;0
24.00;-road2_0;19.96;0.00;11.84;1.20;0.00;road0_0;4.10;0.00;1.18;tripinfo_vehicle_14 emissions_vehicle_14 battery_vehicle_14;22.80;vehicle_14;0;206.37;0.99;0.00;6.22;human;;0;0.00;0;0;0;0;0;79.643288;0
24.80;-road0_0;19.96;0.00;12.79;10.40;0.00;road1_0;4.10;0.00;8.29;tripinfo_vehicle_57 routing_vehicle_57 emissions_vehicle_57 battery_vehicle_57;14.40;vehicle_57;1;122.77;1.14;0.00;4.19;human;;0;0.00;0;0;0;0;0;49.790904;0
25.20;-road3_0;19.96;0.00;10.78;7.60;0.40;road0_0;4.10;0.00;2.84;tripinfo_vehicle_16 emissions_vehicle_16 battery_vehicle_16;17.60;vehicle_16;0;122.77;0.88;0.00;5.75;human;;0;0.00;0;0;0;0;0;48.656239;0
27.60;-road1_0;19.96;0.00;12.00;10.40;2.80;road2_0;4.10;0.00;1.50;tripinfo_vehicle_1 routing_vehicle_1 emissions_vehicle_1 battery_vehicle_1;17.20;vehicle_1;1;122.77;0.94;0.00;6.17;human;;0;0.00;0;0;0;0;0;60.497551;0
28.00;-road0_0;19.96;0.00;11.96;0.40;0.00;road3_0;4.10;0.00;0.10;tripinfo_rl_0 routing_rl_0 emissions_rl_0 battery_rl_0;27.60;rl_0;1;289.97;1.03;0.00;5.31;rlAnget;;0;0.00;0;0;0;0;0;106.721027;0
