tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
13.60;-road0_0;19.96;0.00;11.89;0.00;0.00;road1_0;4.10;0.00;9.87;tripinfo_vehicle_0 routing_vehicle_0 emissions_vehicle_0 battery_vehicle_0;13.60;vehicle_0;1;122.77;1.06;0.00;3.46;human;;0;0.00;0;0;0;0;0;37.036113;0
14.00;-road1_0;19.96;0.00;12.62;0.00;0.00;road2_0;4.10;0.00;10.54;tripinfo_vehicle_2 routing_vehicle_2 emissions_vehicle_2 battery_vehicle_2;14.00;vehicle_2;1;122.77;1.01;0.00;3.70;human;;0;0.00;0;0;0;0;0;38.535769;0
16.40;-road2_0;19.96;0.00;10.94;0.00;0.00;road3_0;4.10;0.00;10.54;tripinfo_vehicle_5 routing_vehicle_5 emissions_vehicle_5 battery_vehicle_5;16.40;vehicle_5;1;122.77;0.83;0.00;4.13;human;;0;0.00;0;0;0;0;0;23.009201;0
17.20;-road0_0;19.96;0.00;11.75;0.80;0.80;road1_0;4.10;0.00;5.55;tripinfo_vehicle_1 routing_vehicle_1 emissions_vehicle_1 battery_vehicle_1;16.40;vehicle_1;1;122.77;0.94;0.00;5.52;human;;0;0.00;0;0;0;0;0;49.131830;0
19.20;-road0_0;19.96;0.00;11.63;2.00;2.00;road1_0;4.10;0.00;2.36;tripinfo_vehicle_3 routing_vehicle_3 emissions_vehicle_3 battery_vehicle_3;17.20;vehicle_3;1;122.77;1.08;0.00;7.11;human;;0;0.00;0;0;0;0;0;54.579757;0
21.20;-road2_0;19.96;0.00;11.93;0.00;0.00;road0_0;4.10;0.00;5.71;tripinfo_vehicle_21 emissions_vehicle_21 battery_vehicle_21;21.20;vehicle_21;0;206.37;1.01;0.00;5.03;human;;0;0.00;0;0;0;0;0;73.872858;0
23.60;-road1_0;19.96;0.00;11.67;6.00;6.00;road2_0;4.10;0.00;2.62;tripinfo_vehicle_9 routing_vehicle_9 emissions_vehicle_9 battery_vehicle_9;17.60;vehicle_9;1;122.77;0.86;0.00;5.26;human;;0;0.00;0;0;0;0;0;55.686624;0
25.20;-road2_0;19.96;0.00;11.17;4.80;4.80;road3_0;4.10;0.00;2.30;tripinfo_vehicle_15 routing_vehicle_15 emissions_vehicle_15 battery_vehicle_15;20.40;vehicle_15;1;122.77;0.93;0.00;9.30;human;;1;1.20;0;0;0;0;0;55.001488;0
26.00;-road0_0;19.96;0.00;10.88;2.00;2.00;road2_0;4.10;0.00;3.44;tripinfo_vehicle_7 routing_vehicle_7 emissions_vehicle_7 battery_vehicle_7;24.00;vehicle_7;1;206.37;0.89;0.00;5.64;human;;0;0.00;0;0;0;0;0;67.397971;0
28.40;-road2_0;19.96;0.00;10.57;1.20;1.20;road0_0;4.10;0.00;4.97;tripinfo_vehicle_24 emissions_vehicle_24 battery_vehicle_24;27.20;vehicle_24;0;206.37;0.83;0.00;7.15;human;;0;0.00;0;0;0;0;0;56.225808;0
28.80;-road3_0;19.96;0.00;11.54;4.40;4.40;road1_0;4.10;0.00;1.59;tripinfo_vehicle_13 routing_vehicle_13 emissions_vehicle_13 battery_vehicle_13;24.40;vehicle_13;1;206.37;1.12;0.00;8.07;human;;0;0.00;0;0;0;0;0;74.385264;0
30.40;-road1_0;19.96;0.00;11.95;13.20;13.20;road2_0;4.10;0.00;1.73;tripinfo_vehicle_14 routing_vehicle_14 emissions_vehicle_14 battery_vehicle_14;17.20;vehicle_14;1;122.77;0.99;0.00;6.47;human;;0;0.00;0;0;0;0;0;59.412026;0
