tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
14.00;-road0_0;19.96;0.00;12.88;0.00;0.00;road1_0;4.10;0.00;9.87;tripinfo_vehicle_0 routing_vehicle_0 emissions_vehicle_0 battery_vehicle_0;14.00;vehicle_0;1;122.77;1.06;0.00;3.55;human;;0;0.00;0;0;0;0;0;43.801540;0
14.40;-road1_0;19.96;0.00;13.35;0.00;0.00;road2_0;4.10;0.00;4.12;tripinfo_vehicle_6 routing_vehicle_6 emissions_vehicle_6 battery_vehicle_6;14.40;vehicle_6;1;122.77;1.05;0.00;4.12;human;;0;0.00;0;0;0;0;0;67.518855;0
15.60;-road3_0;19.96;0.00;10.29;0.00;0.00;road0_0;4.10;0.00;5.99;tripinfo_vehicle_1 emissions_vehicle_1 battery_vehicle_1;15.60;vehicle_1;0;122.77;0.94;0.00;4.73;human;;0;0.00;0;0;0;0;0;40.586267;0
18.80;-road0_0;19.96;0.00;12.61;2.00;2.00;road1_0;4.10;0.00;2.36;tripinfo_vehicle_15 routing_vehicle_15 emissions_vehicle_15 battery_vehicle_15;16.80;vehicle_15;1;122.77;0.93;0.00;5.52;human;;0;0.00;0;0;0;0;0;62.437460;0
19.60;-road3_0;19.96;0.00;13.66;2.80;2.80;road0_0;4.10;0.00;3.25;tripinfo_vehicle_3 emissions_vehicle_3 battery_vehicle_3;16.80;vehicle_3;0;122.77;1.08;0.00;6.52;human;;0;0.00;0;0;0;0;0;69.335233;0
21.20;-road1_0;19.96;0.00;12.28;4.80;4.80;road2_0;4.10;0.00;2.49;tripinfo_vehicle_12 routing_vehicle_12 emissions_vehicle_12 battery_vehicle_12;16.40;vehicle_12;1;122.77;1.05;0.00;6.18;human;;0;0.00;0;0;0;0;0;63.451876;0
24.40;-road0_0;19.96;0.00;11.89;1.20;1.20;road2_0;4.10;0.00;4.25;tripinfo_vehicle_8 routing_vehicle_8 emissions_vehicle_8 battery_vehicle_8;23.20;vehicle_8;1;206.37;0.94;0.00;6.18;human;;0;0.00;0;0;0;0;0;72.577594;0
24.80;-road2_0;19.96;0.00;12.68;1.20;1.20;road0_0;4.10;0.00;0.59;tripinfo_vehicle_2 emissions_vehicle_2 battery_vehicle_2;23.60;vehicle_2;0;206.37;1.01;0.00;7.22;human;;0;0.00;0;0;0;0;0;84.194242;0
25.60;-road1_0;19.96;0.00;10.59;0.80;0.80;road3_0;4.10;0.00;1.45;tripinfo_vehicle_5 routing_vehicle_5 emissions_vehicle_5 battery_vehicle_5;24.80;vehicle_5;1;206.37;0.83;0.00;5.32;human;;0;0.00;0;0;0;0;0;65.506863;0
27.60;-road0_0;19.96;0.00;12.09;0.00;0.00;road3_0;4.10;0.00;7.97;tripinfo_vehicle_4 routing_vehicle_4 emissions_vehicle_4 battery_vehicle_4;27.60;vehicle_4;1;289.97;1.03;0.00;5.19;human;;0;0.00;0;0;0;0;0;86.760426;0
28.00;-road3_0;19.96;0.00;12.50;4.40;4.40;road1_0;4.10;0.00;3.67;tripinfo_vehicle_19 routing_vehicle_19 emissions_vehicle_19 battery_vehicle_19;23.60;vehicle_19;1;206.37;1.16;0.00;7.44;human;;0;0.00;0;0;0;0;0;80.064256;0
29.20;-road2_0;19.96;0.00;12.28;0.80;0.80;road1_0;4.10;0.00;5.55;tripinfo_vehicle_10 routing_vehicle_10 emissions_vehicle_10 battery_vehicle_10;28.40;vehicle_10;1;289.97;1.09;0.00;6.29;human;;0;0.00;0;0;0;0;0;96.043391;0
29.60;-road1_0;19.96;0.00;11.14;4.80;4.80;road3_0;4.10;0.00;3.22;tripinfo_vehicle_9 routing_vehicle_9 emissions_vehicle_9 battery_vehicle_9;24.80;vehicle_9;1;206.37;0.86;0.00;5.67;human;;0;0.00;0;0;0;0;0;67.946400;0
30.80;-road2_0;19.96;0.00;12.27;4.80;4.80;road0_0;4.10;0.00;2.18;tripinfo_vehicle_13 emissions_vehicle_13 battery_vehicle_13;26.00;vehicle_13;0;206.37;1.12;0.00;10.10;human;;0;0.00;0;0;0;0;0;78.612579;0
31.60;-road3_0;19.96;0.00;12.08;2.80;2.80;road2_0;4.10;0.00;2.48;tripinfo_vehicle_11 routing_vehicle_11 emissions_vehicle_11 battery_vehicle_11;28.80;vehicle_11;1;289.97;1.03;0.00;6.47;human;;0;0.00;0;0;0;0;0;99.438591;0
34.00;-road0_0;19.96;0.00;11.64;10.40;10.40;road1_0;4.10;0.00;1.97;tripinfo_vehicle_35 routing_vehicle_35 emissions_vehicle_35 battery_vehicle_35;23.60;vehicle_35;1;122.77;1.02;0.00;13.36;human;;1;0.40;0;0;0;0;0;54.801391;0
37.20;-road0_0;19.96;0.00;12.27;2.80;2.80;road3_0;4.10;0.00;2.89;tripinfo_vehicle_7 routing_vehicle_7 emissions_vehicle_7 battery_vehicle_7;34.40;vehicle_7;1;289.97;0.89;0.00;8.97;human;;0;0.00;0;0;0;0;0;89.099496;0
37.20;-road3_0;19.96;0.00;12.28;6.40;6.40;road1_0;4.10;0.00;3.51;tripinfo_vehicle_20 routing_vehicle_20 emissions_vehicle_20 battery_vehicle_20;30.80;vehicle_20;1;206.37;1.02;0.00;14.40;human;;2;2.80;0;0;0;0;0;75.404464;0
39.60;-road3_0;19.96;0.00;11.86;8.00;8.00;road1_0;4.10;0.00;2.09;tripinfo_vehicle_28 routing_vehicle_28 emissions_vehicle_28 battery_vehicle_28;31.60;vehicle_28;1;206.37;1.13;0.00;15.45;human;;1;1.60;0;0;0;0;0;72.718425;0
