tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
17.20;-road3_0;19.96;0.00;11.36;2.40;0.04;road0_0;4.10;0.00;4.98;tripinfo_vehicle_53 emissions_vehicle_53 battery_vehicle_53;14.80;vehicle_53;0;122.77;1.10;0.00;4.69;human;;0;0.00;0;0;0;0;0;53.892686;0
17.60;-road2_0;19.96;0.00;11.65;1.20;0.81;road3_0;4.10;0.00;1.07;tripinfo_vehicle_56 routing_vehicle_56 emissions_vehicle_56 battery_vehicle_56;16.40;vehicle_56;1;122.77;0.90;0.00;4.78;human;;0;0.00;0;0;0;0;0;57.610252;0
19.20;-road3_0;19.96;0.00;12.93;3.60;0.52;road0_0;4.10;0.00;2.86;tripinfo_vehicle_51 emissions_vehicle_51 battery_vehicle_51;15.60;vehicle_51;0;122.77;1.17;0.00;5.55;human;;0;0.00;0;0;0;0;0;66.887485;0
19.60;-road1_0;19.96;0.00;13.17;3.60;1.13;road2_0;4.10;0.00;4.46;tripinfo_vehicle_35 routing_vehicle_35 emissions_vehicle_35 battery_vehicle_35;16.00;vehicle_35;1;122.77;1.02;0.00;5.62;human;;0;0.00;0;0;0;0;0;64.548449;0
20.40;-road0_0;19.96;0.00;12.60;4.00;1.04;road1_0;4.10;0.00;5.55;tripinfo_vehicle_63 routing_vehicle_63 emissions_vehicle_63 battery_vehicle_63;16.40;vehicle_63;1;122.77;0.99;0.00;5.68;human;;0;0.00;0;0;0;0;0;57.908053;0
23.60;-road2_0;19.96;0.00;12.72;5.20;0.98;road3_0;4.10;0.00;2.71;tripinfo_vehicle_8 routing_vehicle_8 emissions_vehicle_8 battery_vehicle_8;18.40;vehicle_8;1;122.77;0.94;0.00;7.12;human;;0;0.00;0;0;0;0;0;63.231981;0
23.60;-road0_0;19.96;0.00;12.33;1.20;0.26;road2_0;4.10;0.00;10.07;tripinfo_vehicle_66 routing_vehicle_66 emissions_vehicle_66 battery_vehicle_66;22.40;vehicle_66;1;206.37;0.91;0.00;4.38;human;;0;0.00;0;0;0;0;0;53.478690;0
24.00;-road3_0;19.96;0.00;12.83;3.20;0.19;road1_0;4.10;0.00;7.34;tripinfo_vehicle_54 routing_vehicle_54 emissions_vehicle_54 battery_vehicle_54;20.80;vehicle_54;1;206.37;1.00;0.00;4.35;human;;0;0.00;0;0;0;0;0;73.191733;0
26.00;-road0_0;19.96;0.00;12.01;2.80;0.13;road2_0;4.10;0.00;7.58;tripinfo_vehicle_20 routing_vehicle_20 emissions_vehicle_20 battery_vehicle_20;23.20;vehicle_20;1;206.37;1.02;0.00;6.86;human;;0;0.00;0;0;0;0;0;62.359784;0
26.40;-road2_0;19.96;0.00;10.70;7.60;2.97;road3_0;4.10;0.00;0.16;tripinfo_vehicle_65 routing_vehicle_65 emissions_vehicle_65 battery_vehicle_65;18.80;vehicle_65;1;122.77;0.88;0.00;7.14;human;;0;0.00;0;0;0;0;0;50.748859;0
28.40;-road1_0;19.96;0.00;10.85;3.20;0.02;road3_0;4.10;0.00;2.62;tripinfo_vehicle_25 routing_vehicle_25 emissions_vehicle_25 battery_vehicle_25;25.20;vehicle_25;1;206.37;0.87;0.00;6.51;human;;0;0.00;0;0;0;0;0;67.176005;0
28.80;-road0_0;19.96;0.00;11.17;0.40;0.25;road3_0;4.10;0.00;6.11;tripinfo_vehicle_41 routing_vehicle_41 emissions_vehicle_41 battery_vehicle_41;28.40;vehicle_41;1;289.97;0.96;0.00;5.13;human;;0;0.00;0;0;0;0;0;85.507097;0
30.40;-road1_0;19.96;0.00;11.70;1.20;0.21;road0_0;4.10;0.00;5.98;tripinfo_vehicle_55 emissions_vehicle_55 battery_vehicle_55;29.20;vehicle_55;0;289.97;1.00;0.00;7.05;human;;0;0.00;0;0;0;0;0;88.349797;0
31.60;-road0_0;19.96;0.00;11.25;8.40;0.08;road2_0;4.10;0.00;10.37;tripinfo_vehicle_29 routing_vehicle_29 emissions_vehicle_29 battery_vehicle_29;23.20;vehicle_29;1;206.37;0.93;0.00;5.40;human;;0;0.00;0;0;0;0;0;46.336954;0
33.20;-road2_0;19.96;0.00;12.76;15.20;6.55;road3_0;4.10;0.00;1.57;tripinfo_vehicle_4 routing_vehicle_4 emissions_vehicle_4 battery_vehicle_4;18.00;vehicle_4;1;122.77;1.03;0.00;7.44;human;;0;0.00;0;0;0;0;0;65.216493;0
34.40;-road1_0;19.96;0.00;12.71;6.00;0.00;road0_0;4.10;0.00;3.67;tripinfo_vehicle_46 emissions_vehicle_46 battery_vehicle_46;28.40;vehicle_46;0;289.97;1.00;0.00;5.90;human;;0;0.00;0;0;0;0;0;105.064594;0
35.20;-road2_0;19.96;0.00;11.54;18.40;9.36;road3_0;4.10;0.00;1.87;tripinfo_vehicle_37 routing_vehicle_37 emissions_vehicle_37 battery_vehicle_37;16.80;vehicle_37;1;122.77;1.18;0.00;6.64;human;;0;0.00;0;0;0;0;0;57.089957;0
36.40;-road0_0;19.96;0.00;12.47;6.80;0.31;road1_0;4.10;0.00;3.91;tripinfo_vehicle_39 routing_vehicle_39 emissions_vehicle_39 battery_vehicle_39;29.60;vehicle_39;1;122.77;0.90;0.00;18.23;human;;2;10.00;0;0;0;0;0;57.950170;0
38.40;-road1_0;19.96;0.00;11.47;10.00;4.89;road3_0;4.10;0.00;1.51;tripinfo_vehicle_50 routing_vehicle_50 emissions_vehicle_50 battery_vehicle_50;28.40;vehicle_50;1;206.37;0.85;0.00;9.10;human;;0;0.00;0;0;0;0;0;69.898230;0
40.40;-road2_0;19.96;0.00;13.23;24.80;13.31;road3_0;4.10;0.00;1.56;tripinfo_vehicle_19 routing_vehicle_19 emissions_vehicle_19 battery_vehicle_19;15.60;vehicle_19;1;122.77;1.16;0.00;5.42;human;;0;0.00;0;0;0;0;0;70.961785;0
40.40;-road1_0;19.96;0.00;12.19;12.80;5.31;road3_0;4.10;0.00;1.79;tripinfo_vehicle_42 routing_vehicle_42 emissions_vehicle_42 battery_vehicle_42;27.60;vehicle_42;1;206.37;1.09;0.00;11.23;human;;0;0.00;0;0;0;0;0;74.838464;0
40.80;-road3_0;19.96;0.00;11.19;9.20;0.96;road2_0;4.10;0.00;5.51;tripinfo_vehicle_62 routing_vehicle_62 emissions_vehicle_62 battery_vehicle_62;31.60;vehicle_62;1;289.97;1.02;0.00;9.14;human;;0;0.00;0;0;0;0;0;82.871396;0
42.80;-road2_0;19.96;0.00;13.10;26.80;14.36;road3_0;4.10;0.00;1.66;tripinfo_vehicle_58 routing_vehicle_58 emissions_vehicle_58 battery_vehicle_58;16.00;vehicle_58;1;122.77;1.02;0.00;5.58;human;;0;0.00;0;0;0;0;0;68.926031;0
44.40;-road0_0;19.96;0.00;12.52;27.60;14.70;road1_0;4.10;0.00;2.08;tripinfo_vehicle_70 routing_vehicle_70 emissions_vehicle_70 battery_vehicle_70;16.80;vehicle_70;1;122.77;1.02;0.00;6.50;human;;0;0.00;0;0;0;0;0;64.030276;0
46.40;-road1_0;19.96;0.00;12.02;23.20;12.10;road3_0;4.10;0.00;4.09;tripinfo_vehicle_74 routing_vehicle_74 emissions_vehicle_74 battery_vehicle_74;23.20;vehicle_74;1;206.37;0.96;0.00;5.97;human;;0;0.00;0;0;0;0;0;75.017902;0
46.80;-road3_0;19.96;0.00;11.16;8.40;0.98;road1_0;4.10;0.00;0.46;tripinfo_vehicle_24 routing_vehicle_24 emissions_vehicle_24 battery_vehicle_24;38.40;vehicle_24;1;206.37;0.83;0.00;18.66;human;;1;8.80;0;0;0;0;0;68.452869;0
