tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
16.40;-road0_0;19.96;0.00;12.67;1.60;0.00;road1_0;4.10;0.00;3.20;tripinfo_vehicle_46 routing_vehicle_46 emissions_vehicle_46 battery_vehicle_46;14.80;vehicle_46;1;122.77;1.00;0.00;4.51;human;;0;0.00;0;0;0;0;0;63.775053;0
20.40;-road3_0;19.96;0.00;11.27;0.00;0.00;road1_0;4.10;0.00;6.33;tripinfo_vehicle_3 routing_vehicle_3 emissions_vehicle_3 battery_vehicle_3;20.40;vehicle_3;1;206.37;1.08;0.00;4.29;human;;0;0.00;0;0;0;0;0;69.929953;0
20.80;-road0_0;19.96;0.00;7.18;0.00;0.00;road2_0;4.10;0.00;7.21;tripinfo_rl_0 routing_rl_0 emissions_rl_0 battery_rl_0 driverstaterl_0;20.80;rl_0;1;206.37;1.03;0.00;4.75;rlAnget;;0;0.00;0;0;0;0;0;48.243074;0
22.40;-road1_0;19.96;0.00;12.00;5.20;1.60;road2_0;4.10;0.00;2.41;tripinfo_vehicle_1 routing_vehicle_1 emissions_vehicle_1 battery_vehicle_1;17.20;vehicle_1;1;122.77;0.94;0.00;6.25;human;;0;0.00;0;0;0;0;0;58.396959;0
24.80;-road1_0;19.96;0.00;12.38;2.80;0.00;road3_0;4.10;0.00;7.99;tripinfo_vehicle_76 routing_vehicle_76 emissions_vehicle_76 battery_vehicle_76;22.00;vehicle_76;1;206.37;1.03;0.00;5.65;human;;0;0.00;0;0;0;0;0;67.365230;0
26.00;-road3_0;19.96;0.00;12.41;3.20;0.80;road1_0;4.10;0.00;0.44;tripinfo_vehicle_69 routing_vehicle_69 emissions_vehicle_69 battery_vehicle_69;22.80;vehicle_69;1;206.37;1.02;0.00;6.47;human;;0;0.00;0;0;0;0;0;82.142507;0
30.00;-road3_0;19.96;0.00;12.99;8.80;1.20;road0_0;4.10;0.00;4.28;tripinfo_vehicle_42 emissions_vehicle_42 battery_vehicle_42;21.20;vehicle_42;0;122.77;1.09;0.00;11.12;human;;1;2.00;0;0;0;0;0;62.838696;0
30.80;-road2_0;19.96;0.00;12.44;14.80;5.60;road3_0;4.10;0.00;2.61;tripinfo_vehicle_55 routing_vehicle_55 emissions_vehicle_55 battery_vehicle_55;16.00;vehicle_55;1;122.77;1.00;0.00;5.55;human;;0;0.00;0;0;0;0;0;62.650956;0
32.80;-road1_0;19.96;0.00;12.72;10.40;2.80;road3_0;4.10;0.00;2.75;tripinfo_vehicle_63 routing_vehicle_63 emissions_vehicle_63 battery_vehicle_63;22.40;vehicle_63;1;206.37;0.99;0.00;6.00;human;;0;0.00;0;0;0;0;0;87.181550;0
34.80;-road0_0;19.96;0.00;13.52;6.00;0.00;road3_0;4.10;0.00;9.75;tripinfo_vehicle_20 routing_vehicle_20 emissions_vehicle_20 battery_vehicle_20;28.80;vehicle_20;1;289.97;1.02;0.00;6.11;human;;0;0.00;0;0;0;0;0;86.718616;0
