tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
14.00;-road2_0;19.96;0.00;13.17;0.40;0.00;road3_0;4.10;0.00;6.33;tripinfo_vehicle_38 routing_vehicle_38 emissions_vehicle_38 battery_vehicle_38;13.60;vehicle_38;1;122.77;1.10;0.00;3.45;human;;0;0.00;0;0;0;0;0;62.107435;0
15.60;-road0_0;19.96;0.00;13.00;1.60;0.00;road1_0;4.10;0.00;8.17;tripinfo_vehicle_53 routing_vehicle_53 emissions_vehicle_53 battery_vehicle_53;14.00;vehicle_53;1;122.77;1.10;0.00;3.73;human;;0;0.00;0;0;0;0;0;52.904794;0
18.00;-road1_0;19.96;0.00;12.67;2.80;0.00;road2_0;4.10;0.00;9.59;tripinfo_vehicle_15 routing_vehicle_15 emissions_vehicle_15 battery_vehicle_15;15.20;vehicle_15;1;122.77;0.93;0.00;3.94;human;;0;0.00;0;0;0;0;0;42.413475;0
21.20;-road3_0;19.96;0.00;12.22;4.80;0.40;road0_0;4.10;0.00;3.14;tripinfo_vehicle_22 emissions_vehicle_22 battery_vehicle_22;16.40;vehicle_22;0;122.77;0.97;0.00;5.63;human;;0;0.00;0;0;0;0;0;60.393195;0
22.00;-road1_0;19.96;0.00;12.73;4.80;0.00;road2_0;4.10;0.00;2.10;tripinfo_vehicle_37 routing_vehicle_37 emissions_vehicle_37 battery_vehicle_37;17.20;vehicle_37;1;122.77;1.18;0.00;7.09;human;;0;0.00;0;0;0;0;0;64.609334;0
24.80;-road1_0;19.96;0.00;12.03;2.80;0.00;road3_0;4.10;0.00;8.29;tripinfo_vehicle_3 routing_vehicle_3 emissions_vehicle_3 battery_vehicle_3;22.00;vehicle_3;1;206.37;1.08;0.00;5.61;human;;0;0.00;0;0;0;0;0;62.364949;0
26.00;-road3_0;19.96;0.00;12.41;2.40;0.40;road1_0;4.10;0.00;5.28;tripinfo_vehicle_11 routing_vehicle_11 emissions_vehicle_11 battery_vehicle_11;23.60;vehicle_11;1;206.37;1.03;0.00;7.24;human;;0;0.00;0;0;0;0;0;74.542173;0
26.80;-road0_0;19.96;0.00;11.57;9.60;3.20;road1_0;4.10;0.00;3.25;tripinfo_vehicle_64 routing_vehicle_64 emissions_vehicle_64 battery_vehicle_64;17.20;vehicle_64;1;122.77;0.94;0.00;6.38;human;;0;0.00;0;0;0;0;0;53.170452;0
28.00;-road1_0;19.96;0.00;12.21;5.20;1.20;road3_0;4.10;0.00;2.50;tripinfo_vehicle_35 routing_vehicle_35 emissions_vehicle_35 battery_vehicle_35;22.80;vehicle_35;1;206.37;1.02;0.00;6.44;human;;0;0.00;0;0;0;0;0;81.397736;0
28.40;-road3_0;19.96;0.00;12.57;6.40;0.00;road1_0;4.10;0.00;4.20;tripinfo_vehicle_12 routing_vehicle_12 emissions_vehicle_12 battery_vehicle_12;22.00;vehicle_12;1;206.37;1.05;0.00;5.72;human;;0;0.00;0;0;0;0;0;79.860167;0
