tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
16.00;-road3_0;19.96;0.00;11.58;2.40;0.00;road0_0;4.10;0.00;10.54;tripinfo_vehicle_60 emissions_vehicle_60 battery_vehicle_60;13.60;vehicle_60;0;122.77;1.08;0.00;3.43;human;;0;0.00;0;0;0;0;0;32.991629;0
22.40;-road1_0;19.96;0.00;12.47;7.60;1.60;road2_0;4.10;0.00;3.53;tripinfo_vehicle_30 routing_vehicle_30 emissions_vehicle_30 battery_vehicle_30;14.80;vehicle_30;1;122.77;1.18;0.00;4.78;human;;0;0.00;0;0;0;0;0;64.162266;0
23.60;-road0_0;19.96;0.00;12.29;1.60;0.00;road2_0;4.10;0.00;5.43;tripinfo_vehicle_41 routing_vehicle_41 emissions_vehicle_41 battery_vehicle_41;22.00;vehicle_41;1;206.37;0.96;0.00;4.79;human;;0;0.00;0;0;0;0;0;74.432109;0
24.00;-road2_0;19.96;0.00;12.71;8.00;4.00;road3_0;4.10;0.00;1.70;tripinfo_rl_0 routing_rl_0 emissions_rl_0 battery_rl_0;16.00;rl_0;1;122.77;1.03;0.00;5.77;rlAnget;;0;0.00;0;0;0;0;0;66.300924;0
26.80;-road3_0;19.96;0.00;12.66;0.00;0.00;road2_0;4.10;0.00;6.33;tripinfo_vehicle_10 routing_vehicle_10 emissions_vehicle_10 battery_vehicle_10;26.80;vehicle_10;1;289.97;1.09;0.00;4.39;human;;0;0.00;0;0;0;0;0;98.842787;0
27.20;-road2_0;19.96;0.00;11.48;3.20;0.00;road0_0;4.10;0.00;0.15;tripinfo_vehicle_47 emissions_vehicle_47 battery_vehicle_47;24.00;vehicle_47;0;206.37;0.90;0.00;5.87;human;;0;0.00;0;0;0;0;0;72.600026;0
28.40;-road1_0;19.96;0.00;12.22;5.60;2.00;road3_0;4.10;0.00;1.77;tripinfo_vehicle_40 routing_vehicle_40 emissions_vehicle_40 battery_vehicle_40;22.80;vehicle_40;1;206.37;1.03;0.00;6.29;human;;0;0.00;0;0;0;0;0;85.081110;0
28.80;-road0_0;19.96;0.00;12.19;6.00;0.40;road2_0;4.10;0.00;4.77;tripinfo_vehicle_78 routing_vehicle_78 emissions_vehicle_78 battery_vehicle_78;22.80;vehicle_78;1;206.37;1.01;0.00;6.27;human;;0;0.00;0;0;0;0;0;74.592659;0
29.60;-road2_0;19.96;0.00;10.85;10.80;6.40;road3_0;4.10;0.00;3.42;tripinfo_vehicle_49 routing_vehicle_49 emissions_vehicle_49 battery_vehicle_49;18.80;vehicle_49;1;122.77;0.85;0.00;6.63;human;;0;0.00;0;0;0;0;0;45.964350;0
32.00;-road2_0;19.96;0.00;12.46;0.40;0.00;road1_0;4.10;0.00;0.10;tripinfo_vehicle_55 routing_vehicle_55 emissions_vehicle_55 battery_vehicle_55;31.60;vehicle_55;1;289.97;1.00;0.00;9.12;human;;0;0.00;0;0;0;0;0;103.060027;0
32.40;-road3_0;19.96;0.00;12.37;4.80;0.00;road2_0;4.10;0.00;6.21;tripinfo_vehicle_61 routing_vehicle_61 emissions_vehicle_61 battery_vehicle_61;27.60;vehicle_61;1;289.97;1.12;0.00;5.62;human;;0;0.00;0;0;0;0;0;96.589160;0
33.20;-road0_0;19.96;0.00;10.78;4.00;0.40;road3_0;4.10;0.00;5.57;tripinfo_vehicle_11 routing_vehicle_11 emissions_vehicle_11 battery_vehicle_11;29.20;vehicle_11;1;289.97;1.03;0.00;6.82;human;;0;0.00;0;0;0;0;0;88.122961;0
34.00;-road2_0;19.96;0.00;11.68;2.40;1.60;road1_0;4.10;0.00;3.78;tripinfo_vehicle_35 routing_vehicle_35 emissions_vehicle_35 battery_vehicle_35;31.60;vehicle_35;1;289.97;1.02;0.00;9.09;human;;0;0.00;0;0;0;0;0;92.113571;0
36.00;-road0_0;19.96;0.00;10.46;3.20;0.00;road3_0;4.10;0.00;6.11;tripinfo_vehicle_24 routing_vehicle_24 emissions_vehicle_24 battery_vehicle_24;32.80;vehicle_24;1;289.97;0.83;0.00;5.95;human;;0;0.00;0;0;0;0;0;68.960979;0
36.80;-road2_0;19.96;0.00;12.71;17.20;8.80;road3_0;4.10;0.00;1.37;tripinfo_vehicle_32 routing_vehicle_32 emissions_vehicle_32 battery_vehicle_32;19.60;vehicle_32;1;122.77;1.01;0.00;9.16;human;;0;0.00;0;0;0;0;0;60.722650;0
38.00;-road1_0;19.96;0.00;11.16;11.20;4.00;road2_0;4.10;0.00;1.54;tripinfo_vehicle_8 routing_vehicle_8 emissions_vehicle_8 battery_vehicle_8;26.80;vehicle_8;1;122.77;0.94;0.00;15.96;human;;1;6.80;0;0;0;0;0;54.780985;0
40.00;-road1_0;19.96;0.00;12.46;14.00;6.00;road2_0;4.10;0.00;1.36;tripinfo_vehicle_59 routing_vehicle_59 emissions_vehicle_59 battery_vehicle_59;26.00;vehicle_59;1;122.77;0.97;0.00;15.51;human;;1;5.20;0;0;0;0;0;63.727251;0
40.40;-road2_0;19.96;0.00;11.78;22.00;12.80;road3_0;4.10;0.00;3.56;tripinfo_vehicle_29 routing_vehicle_29 emissions_vehicle_29 battery_vehicle_29;18.40;vehicle_29;1;122.77;0.93;0.00;7.26;human;;0;0.00;0;0;0;0;0;52.289972;0
42.00;-road0_0;19.96;0.00;11.92;9.20;2.40;road2_0;4.10;0.00;2.72;tripinfo_vehicle_4 routing_vehicle_4 emissions_vehicle_4 battery_vehicle_4;32.80;vehicle_4;1;206.37;1.03;0.00;16.38;human;;1;8.40;0;0;0;0;0;82.490728;0
42.80;-road3_0;19.96;0.00;13.03;26.40;14.40;road0_0;4.10;0.00;1.44;tripinfo_vehicle_6 emissions_vehicle_6 battery_vehicle_6;16.40;vehicle_6;0;122.77;1.05;0.00;5.88;human;;0;0.00;0;0;0;0;0;70.079713;0
44.00;-road1_0;19.96;0.00;11.71;14.80;7.60;road3_0;4.10;0.00;1.79;tripinfo_vehicle_62 routing_vehicle_62 emissions_vehicle_62 battery_vehicle_62;29.20;vehicle_62;1;206.37;1.02;0.00;12.74;human;;0;0.00;0;0;0;0;0;69.759623;0
44.40;-road0_0;19.96;0.00;12.43;12.80;6.80;road3_0;4.10;0.00;2.60;tripinfo_vehicle_13 routing_vehicle_13 emissions_vehicle_13 battery_vehicle_13;31.60;vehicle_13;1;289.97;1.12;0.00;9.30;human;;0;0.00;0;0;0;0;0;100.380381;0
44.40;-road2_0;19.96;0.00;12.90;6.00;0.00;road0_0;4.10;0.00;0.44;tripinfo_vehicle_43 emissions_vehicle_43 battery_vehicle_43;38.40;vehicle_43;0;206.37;1.04;0.00;21.96;human;;1;13.20;0;0;0;0;0;86.651686;0
46.40;-road2_0;19.96;0.00;12.11;7.60;0.40;road0_0;4.10;0.00;3.88;tripinfo_vehicle_42 emissions_vehicle_42 battery_vehicle_42;38.80;vehicle_42;0;206.37;1.09;0.00;22.69;human;;1;12.40;0;0;0;0;0;77.022993;0
48.40;-road3_0;19.96;0.00;12.41;31.20;16.00;road0_0;4.10;0.00;1.65;tripinfo_vehicle_57 emissions_vehicle_57 battery_vehicle_57;17.20;vehicle_57;0;122.77;1.14;0.00;6.96;human;;0;0.00;0;0;0;0;0;65.002914;0
50.80;-road2_0;19.96;0.00;11.46;4.40;3.60;road1_0;4.10;0.00;3.36;tripinfo_vehicle_71 routing_vehicle_71 emissions_vehicle_71 battery_vehicle_71;46.40;vehicle_71;1;289.97;0.97;0.00;23.76;human;;1;14.40;0;0;0;0;0;91.990112;0
53.20;-road2_0;19.96;0.00;11.93;8.80;0.00;road1_0;4.10;0.00;5.53;tripinfo_vehicle_54 routing_vehicle_54 emissions_vehicle_54 battery_vehicle_54;44.40;vehicle_54;1;289.97;1.00;0.00;22.03;human;;2;11.20;0;0;0;0;0;90.019453;0
54.00;-road0_0;19.96;0.00;12.05;20.00;11.60;road3_0;4.10;0.00;3.58;tripinfo_vehicle_68 routing_vehicle_68 emissions_vehicle_68 battery_vehicle_68;34.00;vehicle_68;1;289.97;1.04;0.00;11.79;human;;0;0.00;0;0;0;0;0;93.666919;0
