tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
18.80;-road3_0;19.96;0.00;11.03;2.80;1.60;road0_0;4.10;0.00;4.27;tripinfo_vehicle_67 emissions_vehicle_67 battery_vehicle_67;16.00;vehicle_67;0;122.77;0.91;0.00;4.98;human;;0;0.00;0;0;0;0;0;49.145490;0
19.60;-road1_0;19.96;0.00;12.67;4.00;0.40;road2_0;4.10;0.00;5.43;tripinfo_vehicle_11 routing_vehicle_11 emissions_vehicle_11 battery_vehicle_11;15.60;vehicle_11;1;122.77;1.03;0.00;5.18;human;;0;0.00;0;0;0;0;0;59.987945;0
22.40;-road1_0;19.96;0.00;11.54;2.40;0.00;road3_0;4.10;0.00;10.27;tripinfo_vehicle_60 routing_vehicle_60 emissions_vehicle_60 battery_vehicle_60;20.00;vehicle_60;1;206.37;1.08;0.00;3.85;human;;0;0.00;0;0;0;0;0;53.800815;0
23.60;-road0_0;19.96;0.00;12.83;3.20;0.00;road2_0;4.10;0.00;7.34;tripinfo_vehicle_6 routing_vehicle_6 emissions_vehicle_6 battery_vehicle_6;20.40;vehicle_6;1;206.37;1.05;0.00;3.96;human;;0;0.00;0;0;0;0;0;76.234664;0
25.60;-road3_0;19.96;0.00;13.66;6.40;1.60;road0_0;4.10;0.00;3.02;tripinfo_vehicle_35 emissions_vehicle_35 battery_vehicle_35;19.20;vehicle_35;0;122.77;1.02;0.00;8.63;human;;0;0.00;0;0;0;0;0;72.485284;0
25.60;-road2_0;19.96;0.00;13.69;8.80;1.60;road3_0;4.10;0.00;1.87;tripinfo_vehicle_37 routing_vehicle_37 emissions_vehicle_37 battery_vehicle_37;16.80;vehicle_37;1;122.77;1.18;0.00;6.74;human;;0;0.00;0;0;0;0;0;72.897261;0
26.80;-road1_0;19.96;0.00;11.37;3.20;0.40;road3_0;4.10;0.00;1.38;tripinfo_vehicle_39 routing_vehicle_39 emissions_vehicle_39 battery_vehicle_39;23.60;vehicle_39;1;206.37;0.90;0.00;5.34;human;;0;0.00;0;0;0;0;0;72.071036;0
28.00;-road3_0;19.96;0.00;12.75;8.40;0.80;road0_0;4.10;0.00;0.44;tripinfo_vehicle_4 emissions_vehicle_4 battery_vehicle_4;19.60;vehicle_4;0;122.77;1.03;0.00;9.27;human;;0;0.00;0;0;0;0;0;67.684847;0
28.40;-road2_0;19.96;0.00;11.61;0.00;0.00;road1_0;4.10;0.00;6.33;tripinfo_vehicle_78 routing_vehicle_78 emissions_vehicle_78 battery_vehicle_78;28.40;vehicle_78;1;289.97;1.01;0.00;5.82;human;;0;0.00;0;0;0;0;0;89.346900;0
29.20;-road0_0;19.96;0.00;11.91;7.60;0.00;road1_0;4.10;0.00;0.16;tripinfo_vehicle_48 routing_vehicle_48 emissions_vehicle_48 battery_vehicle_48;21.60;vehicle_48;1;122.77;0.88;0.00;9.43;human;;1;0.80;0;0;0;0;0;57.131844;0
29.20;-road1_0;19.96;0.00;13.40;6.00;0.00;road3_0;4.10;0.00;3.67;tripinfo_rl_0 routing_rl_0 emissions_rl_0 battery_rl_0;23.20;rl_0;1;206.37;1.03;0.00;6.65;rlAnget;;0;0.00;0;0;0;0;0;84.571583;0
31.20;-road3_0;19.96;0.00;12.41;12.00;3.60;road0_0;4.10;0.00;1.34;tripinfo_vehicle_23 emissions_vehicle_23 battery_vehicle_23;19.20;vehicle_23;0;122.77;0.89;0.00;7.67;human;;0;0.00;0;0;0;0;0;60.954227;0
31.20;-road1_0;19.96;0.00;13.21;0.80;0.00;road0_0;4.10;0.00;0.10;tripinfo_vehicle_42 emissions_vehicle_42 battery_vehicle_42;30.40;vehicle_42;0;289.97;1.09;0.00;8.00;human;;0;0.00;0;0;0;0;0;107.403637;0
32.00;-road0_0;19.96;0.00;12.10;13.20;0.00;road1_0;4.10;0.00;2.92;tripinfo_vehicle_79 routing_vehicle_79 emissions_vehicle_79 battery_vehicle_79;18.80;vehicle_79;1;122.77;1.09;0.00;8.32;human;;0;0.00;0;0;0;0;0;59.322216;0
33.20;-road2_0;19.96;0.00;11.79;4.00;0.00;road1_0;4.10;0.00;10.54;tripinfo_vehicle_72 routing_vehicle_72 emissions_vehicle_72 battery_vehicle_72;29.20;vehicle_72;1;289.97;0.94;0.00;5.44;human;;0;0.00;0;0;0;0;0;66.994856;0
33.60;-road1_0;19.96;0.00;11.85;7.20;0.40;road3_0;4.10;0.00;3.80;tripinfo_vehicle_50 routing_vehicle_50 emissions_vehicle_50 battery_vehicle_50;26.40;vehicle_50;1;206.37;0.85;0.00;7.41;human;;0;0.00;0;0;0;0;0;67.983430;0
34.00;-road0_0;19.96;0.00;12.24;16.80;3.20;road1_0;4.10;0.00;0.99;tripinfo_vehicle_58 routing_vehicle_58 emissions_vehicle_58 battery_vehicle_58;17.20;vehicle_58;1;122.77;1.02;0.00;6.64;human;;0;0.00;0;0;0;0;0;61.724317;0
34.40;-road3_0;19.96;0.00;10.92;16.00;6.80;road0_0;4.10;0.00;2.15;tripinfo_vehicle_24 emissions_vehicle_24 battery_vehicle_24;18.40;vehicle_24;0;122.77;0.83;0.00;6.21;human;;0;0.00;0;0;0;0;0;49.523559;0
36.40;-road0_0;19.96;0.00;12.93;19.60;5.20;road1_0;4.10;0.00;0.60;tripinfo_vehicle_30 routing_vehicle_30 emissions_vehicle_30 battery_vehicle_30;16.80;vehicle_30;1;122.77;1.18;0.00;6.59;human;;0;0.00;0;0;0;0;0;67.065058;0
36.80;-road3_0;19.96;0.00;11.58;18.40;9.20;road0_0;4.10;0.00;3.10;tripinfo_vehicle_49 emissions_vehicle_49 battery_vehicle_49;18.40;vehicle_49;0;122.77;0.85;0.00;6.56;human;;0;0.00;0;0;0;0;0;52.184235;0
