tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
19.20;-road0_0;19.96;0.00;11.70;2.80;0.29;road1_0;4.10;0.00;0.15;tripinfo_vehicle_39 routing_vehicle_39 emissions_vehicle_39 battery_vehicle_39;16.40;vehicle_39;1;122.77;0.90;0.00;4.82;human;;0;0.00;0;0;0;0;0;57.903101;0
21.20;-road2_0;19.96;0.00;11.81;4.80;1.48;road3_0;4.10;0.00;2.50;tripinfo_vehicle_67 routing_vehicle_67 emissions_vehicle_67 battery_vehicle_67;16.40;vehicle_67;1;122.77;0.91;0.00;5.03;human;;0;0.00;0;0;0;0;0;57.472322;0
21.60;-road3_0;19.96;0.00;11.64;0.80;0.33;road1_0;4.10;0.00;6.33;tripinfo_vehicle_42 routing_vehicle_42 emissions_vehicle_42 battery_vehicle_42;20.80;vehicle_42;1;206.37;1.09;0.00;4.63;human;;0;0.00;0;0;0;0;0;71.304262;0
22.40;-road0_0;19.96;0.00;11.84;6.00;0.33;road1_0;4.10;0.00;5.08;tripinfo_vehicle_58 routing_vehicle_58 emissions_vehicle_58 battery_vehicle_58;16.40;vehicle_58;1;122.77;1.02;0.00;5.78;human;;0;0.00;0;0;0;0;0;51.323869;0
24.80;-road2_0;19.96;0.00;12.26;3.60;0.46;road0_0;4.10;0.00;5.12;tripinfo_vehicle_3 emissions_vehicle_3 battery_vehicle_3;21.20;vehicle_3;0;206.37;1.08;0.00;4.90;human;;0;0.00;0;0;0;0;0;78.176395;0
28.80;-road0_0;19.96;0.00;12.55;1.20;0.28;road3_0;4.10;0.00;0.10;tripinfo_vehicle_37 routing_vehicle_37 emissions_vehicle_37 battery_vehicle_37;27.60;vehicle_37;1;289.97;1.18;0.00;5.50;human;;0;0.00;0;0;0;0;0;108.339388;0
29.60;-road1_0;19.96;0.00;12.57;2.00;0.20;road0_0;4.10;0.00;2.65;tripinfo_vehicle_55 emissions_vehicle_55 battery_vehicle_55;27.60;vehicle_55;0;289.97;1.00;0.00;5.19;human;;0;0.00;0;0;0;0;0;104.243327;0
30.80;-road3_0;19.96;0.00;11.55;1.60;0.34;road2_0;4.10;0.00;5.53;tripinfo_vehicle_26 routing_vehicle_26 emissions_vehicle_26 battery_vehicle_26;29.20;vehicle_26;1;289.97;0.92;0.00;5.10;human;;0;0.00;0;0;0;0;0;85.628586;0
33.60;-road3_0;19.96;0.00;12.08;2.80;1.44;road2_0;4.10;0.00;5.15;tripinfo_vehicle_64 routing_vehicle_64 emissions_vehicle_64 battery_vehicle_64;30.80;vehicle_64;1;289.97;0.94;0.00;6.67;human;;0;0.00;0;0;0;0;0;89.123087;0
34.40;-road0_0;19.96;0.00;10.96;3.20;2.26;road3_0;4.10;0.00;3.55;tripinfo_vehicle_74 routing_vehicle_74 emissions_vehicle_74 battery_vehicle_74;31.20;vehicle_74;1;289.97;0.96;0.00;7.63;human;;0;0.00;0;0;0;0;0;86.491430;0
35.20;-road3_0;19.96;0.00;12.69;5.20;0.11;road2_0;4.10;0.00;4.20;tripinfo_vehicle_57 routing_vehicle_57 emissions_vehicle_57 battery_vehicle_57;30.00;vehicle_57;1;289.97;1.14;0.00;7.87;human;;0;0.00;0;0;0;0;0;99.319141;0
