tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
20.00;-road1_0;19.96;0.00;12.02;2.80;1.18;road2_0;4.10;0.00;1.97;tripinfo_vehicle_72 routing_vehicle_72 emissions_vehicle_72 battery_vehicle_72;17.20;vehicle_72;1;122.77;0.94;0.00;6.32;human;;0;0.00;0;0;0;0;0;59.392489;0
20.40;-road0_0;19.96;0.00;12.68;3.60;0.19;road1_0;4.10;0.00;0.15;tripinfo_vehicle_66 routing_vehicle_66 emissions_vehicle_66 battery_vehicle_66;16.80;vehicle_66;1;122.77;0.91;0.00;5.08;human;;0;0.00;0;0;0;0;0;64.255238;0
20.80;-road2_0;19.96;0.00;12.03;4.80;0.68;road3_0;4.10;0.00;2.91;tripinfo_vehicle_18 routing_vehicle_18 emissions_vehicle_18 battery_vehicle_18;16.00;vehicle_18;1;122.77;0.94;0.00;5.06;human;;0;0.00;0;0;0;0;0;59.772857;0
22.00;-road1_0;19.96;0.00;12.70;0.80;0.09;road3_0;4.10;0.00;8.17;tripinfo_vehicle_33 routing_vehicle_33 emissions_vehicle_33 battery_vehicle_33;21.20;vehicle_33;1;206.37;1.17;0.00;5.18;human;;0;0.00;0;0;0;0;0;70.593514;0
23.60;-road2_0;19.96;0.00;12.15;0.80;0.30;road0_0;4.10;0.00;1.18;tripinfo_vehicle_38 emissions_vehicle_38 battery_vehicle_38;22.80;vehicle_38;0;206.37;1.10;0.00;6.45;human;;0;0.00;0;0;0;0;0;81.561134;0
25.20;-road1_0;19.96;0.00;11.76;3.20;0.36;road3_0;4.10;0.00;1.52;tripinfo_vehicle_32 routing_vehicle_32 emissions_vehicle_32 battery_vehicle_32;22.00;vehicle_32;1;206.37;1.01;0.00;5.78;human;;0;0.00;0;0;0;0;0;79.964944;0
26.00;-road2_0;19.96;0.00;12.52;2.80;0.11;road0_0;4.10;0.00;4.89;tripinfo_vehicle_20 emissions_vehicle_20 battery_vehicle_20;23.20;vehicle_20;0;206.37;1.02;0.00;6.93;human;;0;0.00;0;0;0;0;0;75.114276;0
26.80;-road3_0;19.96;0.00;11.31;10.00;2.01;road0_0;4.10;0.00;2.67;tripinfo_vehicle_41 emissions_vehicle_41 battery_vehicle_41;16.80;vehicle_41;0;122.77;0.96;0.00;6.04;human;;0;0.00;0;0;0;0;0;54.907961;0
29.20;-road2_0;19.96;0.00;10.93;4.00;0.23;road0_0;4.10;0.00;2.39;tripinfo_vehicle_24 emissions_vehicle_24 battery_vehicle_24;25.20;vehicle_24;0;206.37;0.83;0.00;5.66;human;;0;0.00;0;0;0;0;0;66.159637;0
29.60;-road3_0;19.96;0.00;13.66;0.80;0.11;road2_0;4.10;0.00;6.33;tripinfo_vehicle_2 routing_vehicle_2 emissions_vehicle_2 battery_vehicle_2;28.80;vehicle_2;1;289.97;1.01;0.00;6.24;human;;0;0.00;0;0;0;0;0;101.818893;0
