tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
18.00;-road1_0;19.96;0.00;11.78;1.60;0.65;road2_0;4.10;0.00;5.15;tripinfo_vehicle_26 routing_vehicle_26 emissions_vehicle_26 battery_vehicle_26;16.40;vehicle_26;1;122.77;0.92;0.00;5.07;human;;0;0.00;0;0;0;0;0;50.902256;0
18.40;-road3_0;19.96;0.00;11.55;2.40;1.86;road0_0;4.10;0.00;0.16;tripinfo_vehicle_14 emissions_vehicle_14 battery_vehicle_14;16.00;vehicle_14;0;122.77;0.99;0.00;5.36;human;;0;0.00;0;0;0;0;0;58.782494;0
18.40;-road2_0;19.96;0.00;12.04;2.00;0.75;road3_0;4.10;0.00;1.44;tripinfo_vehicle_18 routing_vehicle_18 emissions_vehicle_18 battery_vehicle_18;16.40;vehicle_18;1;122.77;0.94;0.00;5.32;human;;0;0.00;0;0;0;0;0;60.153786;0
19.20;-road0_0;19.96;0.00;13.41;3.60;0.30;road1_0;4.10;0.00;4.82;tripinfo_vehicle_57 routing_vehicle_57 emissions_vehicle_57 battery_vehicle_57;15.60;vehicle_57;1;122.77;1.14;0.00;5.45;human;;0;0.00;0;0;0;0;0;67.119516;0
21.20;-road1_0;19.96;0.00;12.13;1.20;0.36;road3_0;4.10;0.00;9.75;tripinfo_vehicle_51 routing_vehicle_51 emissions_vehicle_51 battery_vehicle_51;20.00;vehicle_51;1;206.37;1.17;0.00;4.04;human;;0;0.00;0;0;0;0;0;61.560695;0
22.80;-road0_0;19.96;0.00;12.67;0.40;0.34;road2_0;4.10;0.00;5.94;tripinfo_vehicle_29 routing_vehicle_29 emissions_vehicle_29 battery_vehicle_29;22.40;vehicle_29;1;206.37;0.93;0.00;5.03;human;;0;0.00;0;0;0;0;0;74.412226;0
23.60;-road2_0;19.96;0.00;11.81;6.00;0.81;road3_0;4.10;0.00;3.64;tripinfo_vehicle_25 routing_vehicle_25 emissions_vehicle_25 battery_vehicle_25;17.60;vehicle_25;1;122.77;0.87;0.00;5.90;human;;0;0.00;0;0;0;0;0;54.547880;0
26.00;-road2_0;19.96;0.00;11.77;8.00;2.82;road3_0;4.10;0.00;2.42;tripinfo_vehicle_75 routing_vehicle_75 emissions_vehicle_75 battery_vehicle_75;18.00;vehicle_75;1;122.77;0.98;0.00;7.56;human;;0;0.00;0;0;0;0;0;56.331057;0
26.80;-road3_0;19.96;0.00;12.66;10.40;3.76;road0_0;4.10;0.00;2.45;tripinfo_vehicle_10 emissions_vehicle_10 battery_vehicle_10;16.40;vehicle_10;0;122.77;1.09;0.00;6.26;human;;0;0.00;0;0;0;0;0;63.400059;0
27.60;-road1_0;19.96;0.00;11.79;4.00;0.90;road3_0;4.10;0.00;2.90;tripinfo_vehicle_17 routing_vehicle_17 emissions_vehicle_17 battery_vehicle_17;23.60;vehicle_17;1;206.37;0.94;0.00;6.62;human;;0;0.00;0;0;0;0;0;74.541593;0
