tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
14.40;-road2_0;19.96;0.00;12.86;1.20;0.28;road3_0;4.10;0.00;9.75;tripinfo_vehicle_61 routing_vehicle_61 emissions_vehicle_61 battery_vehicle_61;13.20;vehicle_61;1;122.77;1.12;0.00;3.16;human;;0;0.00;0;0;0;0;0;46.748430;0
17.60;-road0_0;19.96;0.00;13.13;3.60;0.12;road1_0;4.10;0.00;2.61;tripinfo_vehicle_0 routing_vehicle_0 emissions_vehicle_0 battery_vehicle_0;14.00;vehicle_0;1;122.77;1.06;0.00;3.97;human;;0;0.00;0;0;0;0;0;70.830360;0
17.60;-road2_0;19.96;0.00;12.10;2.00;0.40;road3_0;4.10;0.00;3.20;tripinfo_vehicle_79 routing_vehicle_79 emissions_vehicle_79 battery_vehicle_79;15.60;vehicle_79;1;122.77;1.09;0.00;5.29;human;;0;0.00;0;0;0;0;0;59.064254;0
18.00;-road3_0;19.96;0.00;10.87;1.60;1.57;road0_0;4.10;0.00;1.52;tripinfo_vehicle_58 emissions_vehicle_58 battery_vehicle_58;16.40;vehicle_58;0;122.77;1.02;0.00;6.20;human;;0;0.00;0;0;0;0;0;53.520529;0
23.20;-road2_0;19.96;0.00;11.95;6.00;0.57;road3_0;4.10;0.00;3.66;tripinfo_vehicle_4 routing_vehicle_4 emissions_vehicle_4 battery_vehicle_4;17.20;vehicle_4;1;122.77;1.03;0.00;6.97;human;;0;0.00;0;0;0;0;0;56.633095;0
23.20;-road3_0;19.96;0.00;11.73;5.20;3.57;road0_0;4.10;0.00;1.88;tripinfo_vehicle_18 emissions_vehicle_18 battery_vehicle_18;18.00;vehicle_18;0;122.77;0.94;0.00;6.98;human;;0;0.00;0;0;0;0;0;55.862025;0
25.20;-road3_0;19.96;0.00;12.80;8.00;4.21;road0_0;4.10;0.00;2.66;tripinfo_vehicle_6 emissions_vehicle_6 battery_vehicle_6;17.20;vehicle_6;0;122.77;1.05;0.00;6.84;human;;0;0.00;0;0;0;0;0;63.472668;0
26.40;-road0_0;19.96;0.00;12.28;5.20;0.13;road2_0;4.10;0.00;6.00;tripinfo_vehicle_12 routing_vehicle_12 emissions_vehicle_12 battery_vehicle_12;21.20;vehicle_12;1;206.37;1.05;0.00;4.96;human;;0;0.00;0;0;0;0;0;75.487486;0
27.20;-road1_0;19.96;0.00;13.58;4.80;0.34;road3_0;4.10;0.00;4.30;tripinfo_vehicle_3 routing_vehicle_3 emissions_vehicle_3 battery_vehicle_3;22.40;vehicle_3;1;206.37;1.08;0.00;5.98;human;;0;0.00;0;0;0;0;0;86.448224;0
28.40;-road2_0;19.96;0.00;12.51;0.80;0.14;road1_0;4.10;0.00;9.75;tripinfo_vehicle_10 routing_vehicle_10 emissions_vehicle_10 battery_vehicle_10;27.60;vehicle_10;1;289.97;1.09;0.00;5.39;human;;0;0.00;0;0;0;0;0;81.787314;0
29.60;-road3_0;19.96;0.00;12.81;0.40;0.10;road2_0;4.10;0.00;0.10;tripinfo_vehicle_30 routing_vehicle_30 emissions_vehicle_30 battery_vehicle_30;29.20;vehicle_30;1;289.97;1.18;0.00;7.24;human;;0;0.00;0;0;0;0;0;109.581195;0
31.20;-road2_0;19.96;0.00;12.03;3.20;2.10;road0_0;4.10;0.00;2.80;tripinfo_vehicle_47 emissions_vehicle_47 battery_vehicle_47;28.00;vehicle_47;0;206.37;0.90;0.00;9.58;human;;0;0.00;0;0;0;0;0;70.376019;0
32.00;-road3_0;19.96;0.00;12.33;12.40;5.21;road0_0;4.10;0.00;3.28;tripinfo_vehicle_69 emissions_vehicle_69 battery_vehicle_69;19.60;vehicle_69;0;122.77;1.02;0.00;9.26;human;;0;0.00;0;0;0;0;0;56.758593;0
32.40;-road1_0;19.96;0.00;11.23;0.40;0.13;road0_0;4.10;0.00;5.27;tripinfo_vehicle_24 emissions_vehicle_24 battery_vehicle_24;32.00;vehicle_24;0;289.97;0.83;0.00;5.17;human;;0;0.00;0;0;0;0;0;77.693551;0
34.40;-road3_0;19.96;0.00;12.57;2.40;2.38;road2_0;4.10;0.00;3.86;tripinfo_vehicle_52 routing_vehicle_52 emissions_vehicle_52 battery_vehicle_52;32.00;vehicle_52;1;289.97;1.02;0.00;9.79;human;;0;0.00;0;0;0;0;0;96.130084;0
34.80;-road1_0;19.96;0.00;12.09;7.60;1.49;road3_0;4.10;0.00;1.97;tripinfo_vehicle_1 routing_vehicle_1 emissions_vehicle_1 battery_vehicle_1;27.20;vehicle_1;1;206.37;0.94;0.00;9.52;human;;0;0.00;0;0;0;0;0;73.808693;0
35.60;-road0_0;19.96;0.00;12.12;7.20;2.75;road1_0;4.10;0.00;3.85;tripinfo_vehicle_39 routing_vehicle_39 emissions_vehicle_39 battery_vehicle_39;28.40;vehicle_39;1;122.77;0.90;0.00;16.79;human;;1;6.40;0;0;0;0;0;56.072659;0
40.00;-road3_0;19.96;0.00;11.59;6.40;0.85;road2_0;4.10;0.00;3.90;tripinfo_vehicle_23 routing_vehicle_23 emissions_vehicle_23 battery_vehicle_23;33.60;vehicle_23;1;289.97;0.89;0.00;8.69;human;;0;0.00;0;0;0;0;0;84.206566;0
42.40;-road1_0;19.96;0.00;13.14;10.00;3.73;road0_0;4.10;0.00;1.91;tripinfo_vehicle_13 emissions_vehicle_13 battery_vehicle_13;32.40;vehicle_13;0;289.97;1.12;0.00;10.17;human;;0;0.00;0;0;0;0;0;104.203679;0
44.40;-road2_0;19.96;0.00;12.58;16.80;4.23;road0_0;4.10;0.00;1.56;tripinfo_vehicle_38 emissions_vehicle_38 battery_vehicle_38;27.60;vehicle_38;0;206.37;1.10;0.00;11.27;human;;1;0.80;0;0;0;0;0;83.451817;0
44.80;-road3_0;19.96;0.00;11.71;8.00;2.70;road2_0;4.10;0.00;2.89;tripinfo_vehicle_50 routing_vehicle_50 emissions_vehicle_50 battery_vehicle_50;36.80;vehicle_50;1;289.97;0.85;0.00;10.56;human;;0;0.00;0;0;0;0;0;84.176626;0
45.60;-road0_0;19.96;0.00;11.97;12.40;4.17;road2_0;4.10;0.00;2.30;tripinfo_vehicle_37 routing_vehicle_37 emissions_vehicle_37 battery_vehicle_37;33.20;vehicle_37;1;206.37;1.18;0.00;16.99;human;;2;6.40;0;0;0;0;0;80.270067;0
48.00;-road1_0;19.96;0.00;12.53;28.80;18.56;road2_0;4.10;0.00;2.50;tripinfo_vehicle_8 routing_vehicle_8 emissions_vehicle_8 battery_vehicle_8;19.20;vehicle_8;1;122.77;0.94;0.00;8.13;human;;0;0.00;0;0;0;0;0;56.252639;0
50.00;-road2_0;19.96;0.00;12.30;5.20;1.39;road1_0;4.10;0.00;0.18;tripinfo_vehicle_34 routing_vehicle_34 emissions_vehicle_34 battery_vehicle_34;44.80;vehicle_34;1;289.97;0.99;0.00;22.34;human;;1;8.80;0;0;0;0;0;96.651899;0
